5.1.66.0/24,DE,DE-BY,Munich,
46.226.127.0/24,DE,DE-BY,Munich,
141.98.138.0/24,DE,DE-BY,Munich,
185.150.99.0/24,DE,DE-BY,Munich,
2001:678:e68::/48,DE,DE-BY,Munich,
2001:678:ed0::/48,DE,DE-BY,Munich,
